,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
322,786,20.0,C,39.661939,-121.4768,6,19990823,19990826,6007.0,19990823,361,228,294,46,1.8738412,0
323,787,0.1,A,39.80665,-121.589289,6,19990711,19990711,6007.0,19990711,400,206,306,0,3.3144155,0
324,788,0.3,B,39.95355,-121.64595,6,20040916,20040916,6007.0,20040916,328,150,239,0,3.0153778,0
325,789,0.25,A,39.70861111,-121.2375,6,20050927,20050927,6007.0,20050927,389,222,306,0,2.290196,0
326,790,0.1,A,39.806769,-121.607969,6,20031128,20031128,6007.0,20031128,128,67,100,13,4.7445636,0
327,791,0.8,B,39.548931,-121.399811,6,19991203,19991204,6007.0,19991203,144,22,83,0,2.7639961,0
328,792,0.5,B,39.595669,-121.540039,6,20060606,20060606,6007.0,20060606,389,222,306,0,4.0175557,0
329,793,1.0,B,39.51995,-121.260406,6,20070622,20070622,6007.0,20070622,389,222,306,0,3.9999938,0
330,794,0.5,B,39.595669,-121.540039,6,20060606,20060627,6007.0,20060606,389,222,306,0,4.0175557,0
331,795,0.1,A,40.15416667,-121.50694444,6,20080621,20080621,6007.0,20080621,389,222,306,0,1.2453525,0
332,796,0.1,A,39.806769,-121.607969,6,20031128,20031128,6007.0,20031128,128,67,100,13,4.7445636,0
333,797,0.1,A,39.841178,-121.597714,6,20070715,20070715,6007.0,20070715,389,222,306,0,3.1765318,0
334,798,24.0,C,40.05,-121.48333333,6,20060829,20060830,6007.0,20060829,389,222,306,0,2.2085712,0
335,799,3.0,B,39.535625,-121.521169,6,20070814,20070814,6007.0,20070814,389,222,306,0,2.5535083,0
336,800,0.1,A,40.10805556,-121.45638889,6,20080621,20080621,6007.0,20080621,389,222,306,0,1.2453525,0
337,801,3.0,B,39.533339,-121.530711,6,20000924,20000924,6007.0,20000924,278,94,189,0,1.0407620000000002,0
338,802,0.1,A,39.836269,-121.666631,6,20010908,20010908,6007.0,20010908,344,144,244,0,0.7741491,0
339,803,1.0,B,39.619189,-121.530889,6,20020715,20020715,6007.0,20020715,339,167,256,0,2.6321352000000005,0
340,804,0.1,A,39.879011,-121.5884,6,19990620,19990620,6007.0,19990620,339,167,256,0,4.007121,0
